property_id,area,property_type,condition,finishing_type,furnished,view_type,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,year_built,parking_spaces,has_pool,has_gym,has_security,has_elevator,has_balcony,is_compound,garden_sqm,floor_to_ceiling_height_m,distance_to_center_km,distance_to_metro_km,service_charge_annual_egp,sqm_market_rate_egp,condition_multiplier,finishing_multiplier,price_egp,base_value_egp
EG-024056,Nasr City,Penthouse,Excellent,Fully Finished,Unfurnished,Street,134,4,3,19,7,2018,0,0,0,0,0,1,0,0,2.8,15.7,0.5,38900,37897,1.08,1.22,6580000,6691000
EG-024057,New Mansoura,Apartment,New,Core & Shell,Unfurnished,Garden,184,4,3,15,3,2022,1,0,0,1,1,0,0,0,2.9,20.2,3.3,115100,14000,1.18,0.78,2458000,2371000
EG-024058,Badr City,Townhouse,New,Fully Finished,Furnished,Street,160,3,2,2,5,2020,1,0,1,0,0,1,1,44,3.2,3.9,5.0,100000,18700,1.18,1.22,4790000,4307000
EG-024059,6th of October City,Penthouse,Excellent,Fully Finished,Partially Furnished,Street,165,4,3,23,5,2020,0,0,1,1,1,1,0,0,3.1,11.7,2.9,37000,72850,1.08,1.22,15889000,15838000
EG-024060,New Cairo - 5th Settlement,Apartment,Fair,Fully Finished,Unfurnished,Pool,193,5,4,13,11,2014,1,0,1,0,1,0,0,0,3.0,10.4,6.2,83300,61550,0.87,1.22,12720000,12609000
EG-024061,New Cairo - 5th Settlement,Apartment,Good,Semi Finished,Unfurnished,Street,93,3,2,20,13,2012,0,0,0,1,1,0,1,0,3.1,2.0,4.5,27100,61550,1.0,1.0,5790000,5724000
EG-024062,Alexandria - Sporting,Apartment,New,Fully Finished,Unfurnished,Sea/Lake,167,3,2,0,11,2014,1,0,0,0,0,1,1,0,3.0,5.5,2.0,65800,12000,1.18,1.22,3238000,2885000
EG-024063,Zamalek,Apartment,Excellent,Fully Finished,Unfurnished,Sea/Lake,144,3,2,24,1,2024,0,0,1,0,1,1,0,0,2.9,0.3,1.4,93400,50000,1.08,1.22,9824000,9487000
EG-024064,New Cairo - 6th Settlement,Apartment,Good,Fully Finished,Furnished,Street,118,4,3,11,0,2025,1,1,0,1,1,1,0,0,2.7,40.0,0.6,27700,55000,1.0,1.22,8267000,7918000
EG-024065,Nasr City,Penthouse,Fair,Fully Finished,Furnished,Garden,191,4,3,19,11,2014,0,0,0,0,1,1,1,0,3.0,4.5,0.3,119300,37897,0.87,1.22,7973000,7683000
EG-024066,6th of October City,Villa,New,Fully Finished,Furnished,Street,104,1,1,10,23,2002,1,0,0,0,0,0,0,45,3.1,65.6,0.9,62600,74550,1.18,1.22,10912000,11162000
EG-024067,New Administrative Capital,Apartment,Fair,Semi Finished,Unfurnished,Street,120,3,3,1,1,2024,2,0,0,1,1,0,0,0,2.7,24.4,2.0,53600,60000,0.87,1.0,6393000,6264000
EG-024068,Giza - Haram,Apartment,Good,Fully Finished,Partially Furnished,Pool,180,5,4,23,5,2020,2,0,0,1,0,0,0,0,3.1,5.9,0.7,125600,18000,1.0,1.22,4244000,3953000
EG-024069,6th of October City,Townhouse,Excellent,Fully Finished,Partially Furnished,Garden,392,8,6,13,0,2025,1,1,1,0,1,1,0,106,3.2,9.9,11.1,181400,63367,1.08,1.22,33250000,32729000
EG-024070,Zamalek,Townhouse,New,Fully Finished,Unfurnished,Sea/Lake,304,7,6,20,3,2022,0,0,0,1,1,0,0,94,2.7,4.9,3.6,182200,68000,1.18,1.22,30016000,29759000
EG-024071,Mansoura,Apartment,Good,Semi Finished,Unfurnished,Street,82,2,1,15,8,2017,1,0,1,1,0,0,1,0,3.0,30.7,0.2,41700,12000,1.0,1.0,1141000,984000
EG-024072,New Cairo - 5th Settlement,Villa,Good,Semi Finished,Partially Furnished,Garden,90,3,2,4,24,2001,2,0,0,0,1,1,1,142,3.3,18.3,1.4,42900,97000,1.0,1.0,9043000,8730000
EG-024073,Mansoura,Apartment,Excellent,Core & Shell,Furnished,Street,36,1,1,10,3,2022,0,0,1,0,0,1,0,0,3.4,10.8,0.6,23500,12000,1.08,0.78,555000,364000
EG-024074,New Administrative Capital,Townhouse,Excellent,Fully Finished,Unfurnished,Street,152,3,2,3,16,2009,2,0,1,0,1,1,0,85,3.2,8.3,0.5,61200,80750,1.08,1.22,16351000,16172000
EG-024075,Ain Sokhna,Studio,Excellent,Semi Finished,Unfurnished,Pool,265,6,5,11,6,2019,0,0,0,0,1,1,1,0,3.0,13.4,10.9,88200,83904,1.08,1.0,24215000,24013000
EG-024076,North Coast - New Alamein,Apartment,New,Core & Shell,Partially Furnished,Garden,223,5,3,3,1,2024,2,0,0,0,1,0,1,0,2.6,6.1,1.4,131900,76150,1.18,0.78,16169000,15630000
EG-024077,Heliopolis,Townhouse,New,Fully Finished,Unfurnished,City,88,2,1,6,13,2012,1,0,0,0,1,0,0,64,2.7,11.4,4.0,39400,39100,1.18,1.22,4897000,4953000
EG-024078,El Shorouk City,Townhouse,Excellent,Fully Finished,Furnished,Garden,359,7,5,14,0,2025,1,0,1,1,1,1,1,71,3.0,1.5,1.8,233100,30600,1.08,1.22,15153000,14474000
EG-024079,North Coast - New Alamein,Duplex,Excellent,Core & Shell,Unfurnished,Garden,117,2,1,17,7,2018,1,0,0,1,0,0,1,60,3.0,3.4,0.9,73000,105086,1.08,0.78,10650000,10357000
EG-024080,Heliopolis,Studio,Excellent,Semi Finished,Unfurnished,Sea/Lake,100,3,2,0,13,2012,1,0,0,1,0,1,0,0,3.0,14.6,3.2,20800,23000,1.08,1.0,2630000,2484000
EG-024081,Sharm El-Sheikh,Studio,Needs Renovation,Semi Finished,Partially Furnished,City,240,6,5,13,1,2024,1,1,0,1,1,1,1,0,2.7,16.2,2.8,142000,27600,0.7,1.0,5187000,4637000
EG-024082,New Cairo - 6th Settlement,Apartment,Excellent,Semi Finished,Partially Furnished,Street,416,8,6,23,2,2023,0,0,0,1,1,0,1,0,3.0,3.2,3.0,287900,55000,1.08,1.0,25003000,24710000
EG-024083,Mohandessin,Apartment,New,Fully Finished,Unfurnished,Sea/Lake,219,5,3,1,11,2014,1,0,0,1,1,0,1,0,3.0,3.5,0.3,66400,23000,1.18,1.22,7631000,7251000
EG-024084,Obour City,Apartment,Excellent,Fully Finished,Furnished,Garden,72,2,2,10,3,2022,1,0,1,1,1,1,1,0,3.2,5.4,10.1,20000,18400,1.08,1.22,2293000,1746000
EG-024085,Mohandessin,Townhouse,Excellent,Semi Finished,Unfurnished,Sea/Lake,118,2,1,10,11,2014,1,0,1,1,1,1,0,44,3.1,6.5,0.5,80700,35700,1.08,1.0,4901000,4550000
EG-024086,New Mansoura,Studio,Excellent,Fully Finished,Unfurnished,Street,75,1,1,6,2,2023,0,0,0,0,0,1,0,0,3.1,5.5,0.5,22600,12880,1.08,1.22,1295000,1273000
EG-024087,6th of October City,Villa,Excellent,Fully Finished,Unfurnished,Sea/Lake,98,2,1,22,5,2020,2,0,0,1,1,1,0,49,3.1,26.1,3.4,68200,74550,1.08,1.22,9995000,9626000
EG-024088,Mohandessin,Penthouse,Fair,Semi Finished,Unfurnished,Pool,164,2,1,13,11,2014,0,1,0,0,1,0,0,0,3.1,4.4,3.0,66600,35650,0.87,1.0,5323000,5087000
EG-024089,Badr City,Apartment,Fair,Fully Finished,Partially Furnished,Garden,66,2,1,9,42,1983,2,0,0,0,0,0,1,0,3.2,12.2,7.4,41400,9450,0.87,1.22,578000,662000
EG-024090,Mansoura,Apartment,Excellent,Fully Finished,Unfurnished,Garden,123,2,2,5,8,2017,1,0,0,0,1,1,1,0,3.1,7.5,2.8,65200,12000,1.08,1.22,2206000,1945000
EG-024091,New Administrative Capital,Studio,Fair,Fully Finished,Unfurnished,Sea/Lake,102,2,1,13,21,2004,2,0,0,1,1,0,0,0,3.1,11.1,13.0,60400,55200,0.87,1.22,6084000,5976000
EG-024092,Heliopolis,Apartment,Excellent,Semi Finished,Partially Furnished,Pool,100,2,2,10,1,2024,2,0,1,1,0,0,0,0,2.9,28.7,4.2,32400,25000,1.08,1.0,3005000,2700000
EG-024093,Giza - Haram,Apartment,Excellent,Fully Finished,Furnished,Street,174,4,3,11,1,2024,2,1,0,0,1,0,0,0,2.6,7.3,5.7,60800,18000,1.08,1.22,4652000,4127000
EG-024094,North Coast - New Alamein,Apartment,New,Core & Shell,Unfurnished,Sea/Lake,157,3,3,3,2,2023,1,0,0,0,1,0,1,0,2.6,2.1,1.2,97100,76150,1.18,0.78,11467000,11004000
EG-024095,Mostakbal City,Townhouse,Needs Renovation,Core & Shell,Unfurnished,City,231,5,4,22,3,2022,0,0,0,0,1,0,0,108,2.6,35.5,3.6,100600,35700,0.7,0.78,4446000,4503000
EG-024096,Alexandria - Montaza,Apartment,Good,Semi Finished,Unfurnished,Pool,257,7,5,5,2,2023,1,0,0,1,1,1,0,0,3.2,7.4,1.6,111500,7950,1.0,1.0,2290000,2043000
EG-024097,Zamalek,Apartment,New,Fully Finished,Furnished,Pool,115,2,2,10,5,2020,0,0,0,1,1,0,0,0,3.0,4.2,12.1,47100,50000,1.18,1.22,8520000,8278000
EG-024098,New Mansoura,Apartment,Needs Renovation,Fully Finished,Unfurnished,Garden,185,3,3,19,20,2005,0,0,0,1,1,1,1,0,2.9,1.5,3.2,46200,14000,0.7,1.22,2306000,2212000
EG-024099,Ain Sokhna,Apartment,Good,Semi Finished,Unfurnished,Pool,145,3,2,15,18,2007,0,0,0,1,0,1,1,0,2.6,2.5,5.9,88300,91200,1.0,1.0,13315000,13224000
EG-024100,Alexandria - Sporting,Apartment,Excellent,Fully Finished,Unfurnished,Pool,132,4,3,9,3,2022,1,0,0,1,0,1,0,0,3.0,5.7,1.7,76500,12000,1.08,1.22,2295000,2087000
EG-024101,Obour City,Villa,Good,Fully Finished,Unfurnished,Street,130,3,2,19,14,2011,0,0,1,1,1,0,1,94,3.2,7.1,1.1,30800,34000,1.0,1.22,5613000,5392000
EG-024102,New Cairo - 5th Settlement,Apartment,Good,Semi Finished,Unfurnished,Pool,106,2,2,3,1,2024,2,0,0,0,1,0,1,0,2.8,3.7,2.8,56300,61550,1.0,1.0,6979000,6524000
EG-024103,New Cairo - 6th Settlement,Penthouse,Needs Renovation,Fully Finished,Unfurnished,Street,128,3,2,11,6,2019,2,0,1,0,0,1,0,0,2.9,7.7,12.8,65900,85250,0.7,1.22,9487000,9319000
EG-024104,Alexandria - Smouha,Apartment,New,Fully Finished,Unfurnished,Pool,283,6,4,9,4,2021,1,0,0,1,0,1,0,0,3.2,9.7,2.8,163100,11000,1.18,1.22,4666000,4481000
EG-024105,New Cairo - 6th Settlement,Apartment,New,Core & Shell,Unfurnished,Garden,71,1,1,24,10,2015,0,0,0,0,0,1,0,0,2.9,4.9,0.4,47100,55000,1.18,0.78,3563000,3594000
EG-024106,Alexandria - Sporting,Studio,New,Fully Finished,Unfurnished,Street,351,7,5,6,0,2025,0,1,0,0,1,1,1,0,2.8,3.4,2.2,77700,11040,1.18,1.22,6059000,5579000
EG-024107,Hurghada,Duplex,Excellent,Fully Finished,Unfurnished,Garden,147,3,2,23,3,2022,1,1,0,0,1,0,1,92,2.9,26.3,2.9,77200,36570,1.08,1.22,7614000,7083000
EG-024108,Sheikh Zayed,Apartment,Excellent,Core & Shell,Furnished,Pool,256,5,4,5,10,2015,2,0,1,1,1,0,1,0,3.1,10.6,3.0,85000,49800,1.08,0.78,11309000,10740000
EG-024109,New Mansoura,Apartment,Excellent,Semi Finished,Unfurnished,Street,79,1,1,9,8,2017,2,0,0,1,1,1,0,0,3.1,6.5,8.1,53900,14000,1.08,1.0,1330000,1194000
EG-024110,New Cairo - 6th Settlement,Villa,New,Semi Finished,Partially Furnished,Street,72,1,1,1,24,2001,1,0,1,1,1,1,0,41,3.0,7.6,5.0,43800,88000,1.18,1.0,7473000,7476000
EG-024111,Suez,Apartment,New,Semi Finished,Unfurnished,Garden,155,3,2,8,22,2003,1,0,0,1,0,1,0,0,2.6,6.8,2.8,72200,10000,1.18,1.0,1745000,1829000
EG-024112,Obour City,Apartment,New,Semi Finished,Partially Furnished,Garden,138,4,4,4,6,2019,0,1,0,1,1,1,1,0,3.3,10.3,10.6,62600,18400,1.18,1.0,3473000,2996000
EG-024113,North Coast - Ras El Hekma,Villa,Excellent,Semi Finished,Furnished,Garden,156,3,3,18,10,2015,0,0,1,1,1,1,0,108,2.9,13.4,0.5,37900,95000,1.08,1.0,16278000,16006000
EG-024114,Ain Sokhna,Apartment,Needs Renovation,Semi Finished,Unfurnished,Garden,88,3,2,16,13,2012,0,0,0,0,0,1,1,0,2.8,16.6,3.6,29800,91200,0.7,1.0,5662000,5618000
EG-024115,New Administrative Capital,Apartment,Needs Renovation,Semi Finished,Unfurnished,Street,51,2,2,18,3,2022,1,0,1,1,0,1,1,0,2.9,6.0,18.2,19900,60000,0.7,1.0,2433000,2142000
EG-024116,New Cairo - 5th Settlement,Apartment,New,Semi Finished,Unfurnished,Sea/Lake,118,3,2,20,0,2025,1,0,0,0,1,1,0,0,2.9,1.0,0.5,52500,61550,1.18,1.0,8923000,8570000
EG-024117,New Cairo - 5th Settlement,Studio,New,Semi Finished,Unfurnished,City,211,4,3,4,1,2024,1,0,0,0,1,1,0,0,2.8,20.8,2.4,57000,56626,1.18,1.0,14163000,14099000
EG-024118,Port Said,Apartment,Excellent,Fully Finished,Unfurnished,Garden,80,2,1,1,5,2020,2,0,0,1,1,0,1,0,3.0,2.8,2.1,20800,11000,1.08,1.22,1572000,1159000
EG-024119,Giza - Faisal,Apartment,Good,Semi Finished,Unfurnished,City,110,1,1,4,1,2024,1,0,0,1,0,1,1,0,2.9,4.3,0.1,55700,15000,1.0,1.0,1974000,1650000
EG-024120,Giza - Haram,Apartment,New,Fully Finished,Unfurnished,Street,51,2,2,3,1,2024,1,0,0,0,1,0,0,0,3.1,21.9,1.3,28200,18000,1.18,1.22,1355000,1322000
EG-024121,Obour City,Townhouse,Good,Fully Finished,Unfurnished,City,166,4,3,13,6,2019,2,0,0,1,1,1,1,176,2.9,15.8,1.3,36000,28900,1.0,1.22,6324000,5853000
EG-024122,Heliopolis,Apartment,New,Semi Finished,Unfurnished,Street,175,4,3,1,2,2023,0,1,1,0,1,1,1,0,3.3,12.0,0.3,77200,25000,1.18,1.0,5627000,5162000
EG-024123,New Cairo - 5th Settlement,Apartment,Good,Fully Finished,Unfurnished,Street,217,5,4,10,10,2015,1,0,1,0,1,1,1,0,3.3,1.2,0.8,122600,61550,1.0,1.22,16562000,16295000
EG-024124,New Administrative Capital,Apartment,Excellent,Semi Finished,Unfurnished,Street,64,1,1,12,9,2016,0,0,0,0,1,1,0,0,3.2,18.9,1.9,16700,60000,1.08,1.0,4017000,4147000
EG-024125,Hurghada,Apartment,Excellent,Core & Shell,Furnished,Garden,73,1,1,5,2,2023,0,0,1,1,0,0,0,0,2.5,6.9,1.0,34300,26500,1.08,0.78,1898000,1630000
EG-024126,Shubra,Apartment,Good,Fully Finished,Unfurnished,City,141,4,3,0,10,2015,0,0,0,1,0,1,0,0,2.7,8.0,5.3,94500,16000,1.0,1.22,2660000,2752000
EG-024127,Alexandria - Smouha,Studio,New,Semi Finished,Furnished,Street,170,3,3,7,2,2023,1,1,0,1,1,1,0,0,2.9,31.6,7.4,64000,10120,1.18,1.0,2423000,2030000
EG-024128,Giza - Faisal,Apartment,New,Semi Finished,Unfurnished,Garden,199,5,4,18,20,2005,1,0,0,1,1,1,0,0,2.7,43.2,0.4,102500,15000,1.18,1.0,3327000,3522000
EG-024129,Mansoura,Apartment,Fair,Semi Finished,Unfurnished,Street,51,1,1,11,0,2025,1,0,0,0,1,0,1,0,2.8,5.2,1.1,10600,12000,0.87,1.0,832000,532000
EG-024130,Giza - Faisal,Penthouse,Good,Semi Finished,Unfurnished,Street,152,3,3,24,3,2022,1,1,0,0,1,1,1,0,3.0,5.2,4.0,61400,23250,1.0,1.0,4029000,3534000
EG-024131,Giza - Haram,Duplex,Fair,Fully Finished,Unfurnished,Street,246,4,3,10,6,2019,2,0,0,1,1,0,1,143,3.0,5.2,2.1,81500,24839,0.87,1.22,7003000,6486000
EG-024132,New Cairo - 5th Settlement,Apartment,Good,Semi Finished,Unfurnished,Pool,234,5,4,24,8,2017,1,0,0,1,1,1,1,0,3.2,7.1,9.4,59100,61550,1.0,1.0,14783000,14403000
EG-024133,Nasr City,Apartment,Fair,Fully Finished,Partially Furnished,City,244,6,4,3,1,2024,1,1,0,1,0,0,0,0,3.3,15.9,2.5,142500,24450,0.87,1.22,6662000,6332000
EG-024134,Alexandria - Sporting,Apartment,Good,Semi Finished,Unfurnished,Sea/Lake,133,3,2,2,1,2024,1,0,1,0,1,1,1,0,2.8,26.2,4.1,45800,12000,1.0,1.0,2056000,1596000
EG-024135,New Cairo - 5th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,Garden,87,2,1,19,1,2024,0,0,0,0,1,1,0,0,3.0,1.6,3.9,44700,61550,1.08,1.0,5894000,5783000
EG-024136,New Cairo - 5th Settlement,Villa,Excellent,Semi Finished,Unfurnished,Street,210,5,4,21,2,2023,0,1,0,0,0,1,1,51,2.9,8.6,5.9,129800,97000,1.08,1.0,22356000,22000000
EG-024137,Alexandria - Miami,Apartment,Good,Semi Finished,Unfurnished,City,482,8,6,12,12,2013,1,0,0,1,0,1,0,0,2.9,31.1,2.6,330100,9500,1.0,1.0,4468000,4579000
EG-024138,Alexandria - Miami,Townhouse,Needs Renovation,Fully Finished,Unfurnished,Pool,46,1,1,0,1,2024,1,0,0,0,0,0,0,65,3.1,30.0,0.2,31800,22950,0.7,1.22,1032000,902000
EG-024139,North Coast - New Alamein,Penthouse,Excellent,Semi Finished,Unfurnished,City,206,4,3,1,2,2023,1,0,1,0,1,1,0,0,2.8,11.1,2.4,114800,118032,1.08,1.0,26574000,26260000
EG-024140,Giza - Haram,Apartment,Excellent,Fully Finished,Unfurnished,Garden,167,4,2,19,2,2023,1,0,1,1,1,1,0,0,3.0,16.2,1.8,51300,18000,1.08,1.22,4171000,3961000
EG-024141,Giza - Faisal,Apartment,Needs Renovation,Semi Finished,Unfurnished,Street,197,4,3,2,1,2024,1,1,1,0,1,1,1,0,2.9,6.5,2.8,129200,15000,0.7,1.0,2630000,2068000
EG-024142,New Mansoura,Apartment,Good,Fully Finished,Unfurnished,Pool,138,3,2,2,8,2017,1,0,0,1,1,0,0,0,3.1,3.9,3.4,77800,14000,1.0,1.22,2523000,2357000
EG-024143,Alexandria - Montaza,Apartment,Good,Fully Finished,Unfurnished,Street,114,2,2,9,6,2019,1,0,0,1,1,0,0,0,3.1,18.0,0.8,45500,7950,1.0,1.22,1133000,1106000
EG-024144,Aswan,Apartment,Excellent,Fully Finished,Unfurnished,Street,128,3,2,24,6,2019,0,0,0,1,1,1,1,0,2.7,35.3,0.8,38100,8000,1.08,1.22,1399000,1349000
EG-024145,Sharm El-Sheikh,Penthouse,New,Fully Finished,Unfurnished,City,213,4,3,16,1,2024,0,0,0,0,0,1,0,0,3.2,4.4,3.5,101100,46500,1.18,1.22,14307000,14259000
EG-024146,6th of October City,Duplex,Fair,Semi Finished,Unfurnished,Street,189,4,3,17,11,2014,0,0,0,0,0,0,0,167,2.8,29.8,5.7,58600,64859,0.87,1.0,10575000,10665000
EG-024147,New Cairo - 5th Settlement,Studio,Excellent,Fully Finished,Partially Furnished,City,99,2,2,23,6,2019,1,0,0,0,0,0,1,0,2.8,4.0,3.5,26100,56626,1.08,1.22,7661000,7386000
EG-024148,Maadi,Villa,Needs Renovation,Fully Finished,Unfurnished,Street,168,4,3,23,4,2021,1,0,0,0,1,1,1,415,2.7,8.7,0.4,74200,45200,0.7,1.22,7111000,6485000
EG-024149,Luxor,Duplex,Excellent,Fully Finished,Unfurnished,City,146,3,2,10,12,2013,2,0,1,0,1,1,0,73,2.5,1.7,1.4,82100,11730,1.08,1.22,2472000,2256000
EG-024150,Mostakbal City,Studio,Excellent,Semi Finished,Unfurnished,City,301,5,4,0,12,2013,0,0,1,1,0,0,0,0,2.6,3.5,1.3,148700,20240,1.08,1.0,6570000,6580000
EG-024151,New Administrative Capital,Penthouse,Fair,Semi Finished,Unfurnished,Street,48,2,2,3,1,2024,1,0,0,0,1,0,0,0,3.2,15.5,0.1,10900,93000,0.87,1.0,3970000,3884000
EG-024152,Zamalek,Apartment,New,Fully Finished,Furnished,Garden,85,1,1,19,1,2024,0,0,0,1,1,0,0,0,3.3,2.4,3.4,36600,50000,1.18,1.22,6357000,6118000
EG-024153,Ain Sokhna,Apartment,Excellent,Fully Finished,Unfurnished,Garden,225,7,6,12,1,2024,1,0,0,0,1,0,0,0,2.9,9.0,3.9,55800,91200,1.08,1.22,27133000,27037000
EG-024154,Mohandessin,Apartment,Good,Fully Finished,Unfurnished,City,83,1,1,19,9,2016,1,1,0,1,1,1,1,0,2.9,15.8,0.4,18800,23000,1.0,1.22,2747000,2329000
EG-024155,New Administrative Capital,Apartment,Excellent,Fully Finished,Partially Furnished,Pool,343,8,6,8,14,2011,1,1,1,1,1,0,0,0,2.7,2.4,1.2,78500,60000,1.08,1.22,27533000,27116000
EG-024156,New Mansoura,Villa,Excellent,Fully Finished,Unfurnished,Street,273,6,5,23,4,2021,1,1,0,1,1,1,1,114,2.5,4.6,0.3,117400,28000,1.08,1.22,10698000,10072000
EG-024157,Alexandria - Miami,Villa,Good,Fully Finished,Partially Furnished,Garden,59,2,1,24,1,2024,2,1,0,1,1,0,0,65,3.1,6.8,3.8,16600,27000,1.0,1.22,2541000,1943000
EG-024158,Nasr City,Penthouse,New,Fully Finished,Unfurnished,Pool,83,2,1,0,1,2024,1,0,0,1,0,0,0,0,3.0,14.4,6.0,58000,37897,1.18,1.22,4686000,4528000
EG-024159,Alexandria - Sporting,Apartment,Excellent,Fully Finished,Unfurnished,Street,357,8,5,16,18,2007,1,1,0,0,1,0,0,0,2.7,26.5,9.3,247200,12000,1.08,1.22,5625000,5645000
EG-024160,New Cairo - 6th Settlement,Apartment,Good,Fully Finished,Partially Furnished,City,77,2,1,6,14,2011,0,0,0,1,1,1,0,0,2.6,7.6,5.7,45600,55000,1.0,1.22,5130000,5167000
EG-024161,New Cairo - 6th Settlement,Duplex,New,Core & Shell,Unfurnished,Garden,60,2,1,4,0,2025,1,0,0,0,1,1,1,75,3.1,1.8,0.6,21700,75900,1.18,0.78,4628000,4192000
EG-024162,New Mansoura,Villa,New,Fully Finished,Partially Furnished,Garden,151,3,2,0,3,2022,1,0,1,1,0,0,0,291,2.8,2.6,2.4,36900,28000,1.18,1.22,6562000,6087000
EG-024163,New Administrative Capital,Apartment,Good,Semi Finished,Unfurnished,Pool,136,3,2,9,0,2025,2,0,0,1,1,1,0,0,2.8,33.2,1.3,43300,60000,1.0,1.0,8380000,8160000
EG-024164,New Cairo - 5th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,Pool,170,4,3,8,3,2022,1,0,0,1,0,1,1,0,2.7,4.3,1.7,71100,61550,1.08,1.0,11704000,11301000
EG-024165,Luxor,Apartment,New,Semi Finished,Unfurnished,Street,69,2,1,22,2,2023,0,0,0,1,0,1,1,0,3.1,3.5,3.6,22300,8500,1.18,1.0,910000,692000
EG-024166,Alexandria - Sporting,Duplex,Fair,Core & Shell,Partially Furnished,Garden,55,1,1,13,11,2014,1,0,1,0,0,0,1,57,2.9,57.3,1.7,13200,16560,0.87,0.78,745000,618000
EG-024167,New Cairo - 5th Settlement,Villa,Fair,Semi Finished,Unfurnished,Garden,293,7,6,5,0,2025,1,0,1,1,1,0,1,178,3.1,23.3,1.1,110300,97000,0.87,1.0,25196000,24726000
EG-024168,New Cairo - 6th Settlement,Apartment,New,Fully Finished,Furnished,Street,201,4,3,3,0,2025,1,0,0,1,1,1,0,0,2.9,19.7,6.3,114800,55000,1.18,1.22,16167000,15915000
EG-024169,Aswan,Apartment,Fair,Core & Shell,Unfurnished,Sea/Lake,110,2,1,4,1,2024,1,0,0,1,1,1,0,0,3.4,1.6,1.1,67200,8000,0.87,0.78,983000,597000
EG-024170,Ain Sokhna,Apartment,New,Fully Finished,Unfurnished,Garden,79,1,1,13,4,2021,2,0,0,1,0,0,0,0,3.1,14.7,2.4,24600,91200,1.18,1.22,10550000,10372000
EG-024171,Giza - Haram,Townhouse,Good,Semi Finished,Unfurnished,Garden,181,4,3,8,3,2022,1,1,0,0,0,1,0,47,2.6,6.2,10.3,101500,29750,1.0,1.0,5733000,5385000
EG-024172,North Coast - Ras El Hekma,Villa,New,Fully Finished,Unfurnished,Pool,134,3,2,0,4,2021,1,0,1,1,0,1,1,43,3.2,5.1,0.2,39200,95000,1.18,1.22,18845000,18326000
EG-024173,New Cairo - 6th Settlement,Apartment,Excellent,Core & Shell,Partially Furnished,Garden,96,3,2,13,0,2025,0,0,0,1,1,0,0,0,2.8,18.3,7.7,65900,55000,1.08,0.78,4539000,4448000
EG-024174,Mostakbal City,Apartment,New,Semi Finished,Unfurnished,Street,208,6,4,21,5,2020,0,0,1,1,0,1,0,0,3.1,17.4,12.4,94100,22000,1.18,1.0,5363000,5400000
EG-024175,Nasr City,Duplex,Needs Renovation,Fully Finished,Partially Furnished,Garden,37,1,1,2,2,2023,2,1,0,0,0,1,0,60,3.0,10.1,9.9,23500,33741,0.7,1.22,1565000,1066000
EG-024176,New Cairo - 6th Settlement,Apartment,Excellent,Fully Finished,Furnished,Garden,80,2,1,17,0,2025,0,0,0,1,1,0,0,0,2.7,6.6,2.8,39800,55000,1.08,1.22,6056000,5797000
EG-024177,Giza - Haram,Studio,New,Fully Finished,Unfurnished,Street,239,5,4,24,2,2023,0,0,0,0,0,0,1,0,3.0,1.9,8.0,92000,16560,1.18,1.22,5857000,5698000
EG-024178,New Cairo - 5th Settlement,Townhouse,Excellent,Fully Finished,Unfurnished,Garden,108,3,3,23,1,2024,1,1,0,1,1,1,0,52,2.8,6.0,7.5,48800,82450,1.08,1.22,12193000,11733000
EG-024179,Maadi,Townhouse,Good,Semi Finished,Furnished,Pool,88,2,1,22,2,2023,1,0,1,1,1,0,1,122,2.8,19.6,1.9,28700,38420,1.0,1.0,4032000,3381000
EG-024180,Alexandria - Miami,Villa,New,Semi Finished,Unfurnished,Pool,211,5,4,13,3,2022,1,0,0,0,0,0,0,50,2.5,12.4,3.1,50800,27000,1.18,1.0,6845000,6722000
EG-024181,Mostakbal City,Apartment,Fair,Fully Finished,Unfurnished,Garden,92,2,2,2,1,2024,0,0,1,1,1,0,0,0,2.8,34.9,3.7,36300,22000,0.87,1.22,2164000,2148000
EG-024182,Mohandessin,Penthouse,Excellent,Semi Finished,Unfurnished,Garden,79,2,1,17,4,2021,1,1,0,0,1,0,1,0,3.2,3.5,1.2,45800,35650,1.08,1.0,3570000,3042000
EG-024183,Giza - Haram,Apartment,Good,Semi Finished,Unfurnished,City,114,3,2,17,6,2019,1,0,0,0,1,1,0,0,3.1,3.1,1.4,67900,18000,1.0,1.0,2123000,2052000
EG-024184,North Coast - Ras El Hekma,Apartment,Excellent,Fully Finished,Furnished,Pool,208,4,3,19,0,2025,0,0,0,0,1,1,0,0,2.8,37.8,0.3,69400,82000,1.08,1.22,22764000,22473000
EG-024185,Alexandria - Sporting,Apartment,Good,Core & Shell,Unfurnished,Pool,147,3,2,8,3,2022,0,0,1,1,0,1,0,0,3.1,5.7,9.0,48900,12000,1.0,0.78,1539000,1376000
EG-024186,New Cairo - 6th Settlement,Apartment,Excellent,Fully Finished,Unfurnished,City,180,4,3,7,5,2020,1,0,1,0,1,1,0,0,3.3,15.1,1.6,88600,55000,1.08,1.22,13217000,13044000
EG-024187,New Cairo - 5th Settlement,Apartment,Good,Semi Finished,Partially Furnished,Street,91,2,1,12,9,2016,1,0,0,0,0,0,0,0,2.9,18.2,1.8,50300,61550,1.0,1.0,5571000,5601000
